Card Name,Type,Mana Cost,Color Identity,Powep,Toughness,Abilities/Effects,Rarity,Set/Edition,Scryfall ID
Rampaging Hippo,Creature — Hippo,{4}{G}{G},['G'],5,6,"Trample
Cycling {2} ({2}, Discard this card: Draw a card.)",common,hou,4c97229f-2fc8-439a-a18b-efa09b366b70
Ranger's Path,Sorcery,{3}{G},['G'],,,"Search your library for up to two Forest cards, put them onto the battlefield tapped, then shuffle.",common,m13,26858a53-1054-407a-b2a2-34a7c4ae0f10
Reflex Sliver,Creature — Sliver,{3}{G},['G'],2,2,All Sliver creatures have haste.,common,tsr,2e14da2f-0e35-4586-8435-de0859aad060
Renowned Weaver,Creature — Human Shaman,{G},['G'],1,1,"{1}{G}, Sacrifice Renowned Weaver: Create a 1/3 green Spider enchantment creature token with reach. (It can block creatures with flying.)",common,jou,240830be-53f8-4f46-a0fb-6ecc439d1349
Roar of Challenge,Sorcery,{2}{G},['G'],,,"All creatures able to block target creature this turn do so.
Ferocious — That creature gains indestructible until end of turn if you control a creature with power 4 or greater.",uncommon,ktk,83456f8f-8a1a-403c-816b-25e454ba1edf
Rosemane Centaur,Creature — Centaur Soldier,{3}{G}{W},"['G', 'W']",4,4,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Vigilance",common,grn,cee30585-f7b1-4ca4-8171-dc5a837f2b93
Roots of Wisdom,Sorcery,{1}{G},['G'],,,"Mill three cards, then return a land card or Elf card from your graveyard to your hand. If you can't, draw a card. (To mill a card, put the top card of your library into your graveyard.)",common,khm,734afb5b-3163-47fa-856f-8a85b9da22d3
Root Out,Sorcery,{2}{G},['G'],,,"Destroy target artifact or enchantment.
Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",common,moc,228a08f0-6664-407a-a74c-2c32badc0d37
Ruin in Their Wake,Sorcery,{1}{G},[],,,"Devoid (This card has no color.)
Search your library for a basic land card and reveal it. You may put that card onto the battlefield tapped if you control a land named Wastes. Otherwise, put that card into your hand. Then shuffle.",uncommon,ogw,5a0ff591-e4d9-4b62-ac9c-7962fd815226
Runeclaw Bear,Creature — Bear,{1}{G},['G'],2,2,,common,m15,d1995238-79cc-4381-9595-71ef11ea1e36
Rust-Shield Rampager,Creature — Raccoon Warrior,{3}{G},['G'],4,4,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
This creature can't be blocked by creatures with power 2 or less.",common,blb,c96b01f5-83de-4237-a68d-f946c53e31a6
Saddleback Lagac,Creature — Lizard,{3}{G},['G'],3,1,"When Saddleback Lagac enters, support 2. (Put a +1/+1 counter on each of up to two other target creatures.)",common,bbd,634f9544-5ac3-4566-aa73-65a3930b559b
Sage of Shaila's Claim,Creature — Elf Druid,{1}{G},['G'],2,1,"When Sage of Shaila's Claim enters, you get {E}{E}{E} (three energy counters).",common,kld,0987d29a-2043-4341-89d5-5e34bb6507e2
Saruli Gatekeepers,Creature — Elf Warrior,{3}{G},['G'],2,4,"When Saruli Gatekeepers enters, if you control two or more Gates, you gain 7 life.",common,dgm,471a5b1d-e2e5-4d90-b72a-ffae81ad6602
Satyr Grovedancer,Creature — Satyr Shaman,{1}{G},['G'],1,1,"When Satyr Grovedancer enters, put a +1/+1 counter on target creature.",common,jou,d46febca-f3c0-4467-aef4-4dfcdf3009fe
Satyr Wayfinder,Creature — Satyr,{1}{G},['G'],1,1,"When Satyr Wayfinder enters, reveal the top four cards of your library. You may put a land card from among them into your hand. Put the rest into your graveyard.",common,m3c,434bb07c-7b70-415e-80dd-317af0ef8bf7
Savage Punch,Sorcery,{1}{G},['G'],,,"Target creature you control fights target creature you don't control.
Ferocious — The creature you control gets +2/+2 until end of turn before it fights if you control a creature with power 4 or greater.",common,ktk,6c6b50dc-244a-4df5-a9a9-5a2b8f30d40c
Scion Summoner,Creature — Eldrazi Drone,{2}{G},[],2,2,"Devoid (This card has no color.)
When Scion Summoner enters, create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}."" ({C} represents colorless mana.)",common,ogw,826a882e-c4bd-4132-b797-9e1aa2d0bce4
Seed Guardian,Creature — Elemental,{2}{G}{G},['G'],3,4,"Reach
When Seed Guardian dies, create an X/X green Elemental creature token, where X is the number of creature cards in your graveyard.",uncommon,ogw,ba4736b3-d6ce-4a16-bcb7-67780caeb78c
Serene Remembrance,Sorcery,{G},['G'],,,Shuffle Serene Remembrance and up to three target cards from a single graveyard into their owners' libraries.,uncommon,gtc,0f3da4b8-9dd6-455d-b24a-3d0207ae5ee8
Servant of the Scale,Creature — Human Soldier,{G},['G'],0,0,"Servant of the Scale enters with a +1/+1 counter on it.
When Servant of the Scale dies, put X +1/+1 counters on target creature you control, where X is the number of +1/+1 counters on Servant of the Scale.",common,dtk,ca887c41-a8ee-4751-a902-87149c29a9df
Setessan Oathsworn,Creature — Satyr Warrior,{1}{G}{G},['G'],1,1,"Heroic — Whenever you cast a spell that targets Setessan Oathsworn, put two +1/+1 counters on Setessan Oathsworn.",common,bng,e5579755-4718-406a-bba6-27f1f2811e59
Shape the Sands,Instant,{G},['G'],,,Target creature gets +0/+5 and gains reach until end of turn. (It can block creatures with flying.),common,dtk,0243dde4-29c9-4e47-9129-8e01296851cc
Shredding Winds,Instant,{2}{G},['G'],,,Shredding Winds deals 7 damage to target creature with flying.,common,ths,33f36143-85b6-412c-8c79-053728b45c25
Sidewinder Naga,Creature — Snake Warrior,{2}{G},['G'],3,2,"As long as you control a Desert or there is a Desert card in your graveyard, Sidewinder Naga gets +1/+0 and has trample.",common,hou,c3786d75-1a8a-4917-aa98-6836df1b9145
Silkweaver Elite,Creature — Elf Archer,{2}{G},['G'],2,2,"Reach (This creature can block creatures with flying.)
Revolt — When Silkweaver Elite enters, if a permanent you controlled left the battlefield this turn, draw a card.",common,aer,d10938c8-6fc4-495f-912a-1d3f12278f78
Skullwinder,Creature — Snake,{2}{G},['G'],1,3,"Deathtouch
When Skullwinder enters, return target card from your graveyard to your hand, then choose an opponent. That player returns a card from their graveyard to their hand.",uncommon,otc,e820c022-c3a8-4c98-a60b-1fb105d38937
Skyclave Pick-Axe,Artifact — Equipment,{G},['G'],,,"When Skyclave Pick-Axe enters, attach it to target creature you control.
Landfall — Whenever a land you control enters, equipped creature gets +2/+2 until end of turn.
Equip {2}{G}",uncommon,znr,9965a54b-8b22-418c-9a0d-bf154932f2e2
Slippery Karst,Land,,[],,,"Slippery Karst enters tapped.
{T}: Add {G}.
Cycling {2} ({2}, Discard this card: Draw a card.)",common,dmr,c41073e8-01cc-4d19-acb5-caaf2861bc6a
Spider Spawning,Sorcery,{4}{G},['G'],,,"Create a 1/2 green Spider creature token with reach for each creature card in your graveyard.
Flashback {6}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",uncommon,2x2,5e20241b-515f-420f-9012-2f693f333187
Spike-Tailed Ceratops,Creature — Dinosaur,{4}{G},['G'],4,4,Spike-Tailed Ceratops can block an additional creature each combat.,common,xln,41a3b5f2-0b0b-42e0-a15b-4bb2fce05927
Spring Cleaning,Instant,{1}{G},['G'],,,"Destroy target enchantment. Clash with an opponent. If you win, destroy all enchantments your opponents control. (Each clashing player reveals the top card of their library, then puts that card on the top or bottom. A player wins if their card had a higher mana value.)",common,lrw,dc20ef13-e97f-454c-8295-7bb8a7c4e4be
Stalking Drone,Creature — Eldrazi Drone,{1}{G},[],2,2,"Devoid (This card has no color.)
{C}: Stalking Drone gets +1/+2 until end of turn. Activate only once each turn. ({C} represents colorless mana.)",common,ogw,12bc5b4c-a809-43f0-8848-38812ce865c2
Stampeding Rhino,Creature — Rhino,{4}{G},['G'],4,4,Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.),common,w17,cd02ae80-4af6-4da1-ba3b-b56068c49785
"Storvald, Frost Giant Jarl",Legendary Creature — Giant,{4}{G}{W}{U},"['G', 'U', 'W']",7,7,"Ward {3}
Other creatures you control have ward {3}.
Whenever Storvald enters or attacks, choose one or both —
• Target creature has base power and toughness 7/7 until end of turn.
• Target creature has base power and toughness 1/1 until end of turn.",mythic,afc,8a5a45a7-d159-4821-8916-697b92fb80bf
Struggle for Skemfar,Sorcery,{3}{G},['G'],,,"Put a +1/+1 counter on target creature you control. Then that creature fights up to one target creature you don't control. (Each deals damage equal to its power to the other.)
Foretell {G} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",common,khm,a67747a9-3299-4b4a-a4e0-e8a269c4f927
Sultai Flayer,Creature — Snake Shaman,{3}{G},['G'],3,4,"Whenever a creature you control with toughness 4 or greater dies, you gain 4 life.",uncommon,ima,e50d74eb-07df-48b5-8788-8b5f5fc0b22b
Sumala Woodshaper,Creature — Elf Druid,{2}{G}{W},"['G', 'W']",2,1,"When Sumala Woodshaper enters, look at the top four cards of your library. You may reveal a creature or enchantment card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",common,grn,8c4e427e-c061-43c5-9e8e-34bf5b447ab1
Swell of Growth,Instant,{1}{G},['G'],,,Target creature gets +2/+2 until end of turn. You may put a land card from your hand onto the battlefield.,common,bfz,b06da6fe-57bf-437e-8589-7e57a5881801
Trostani's Summoner,Creature — Elf Shaman,{5}{G}{W},"['G', 'W']",1,1,"When Trostani's Summoner enters, create a 2/2 white Knight creature token with vigilance, a 3/3 green Centaur creature token, and a 4/4 green Rhino creature token with trample.",uncommon,mic,eda757a0-067b-4eb9-badc-d86da5b40305
Titanic Growth,Instant,{1}{G},['G'],,,Target creature gets +4/+4 until end of turn.,common,m21,6da62557-9783-4e6c-9b5f-2b77dbf96909
Thornhide Wolves,Creature — Wolf,{4}{G},['G'],4,5,,common,m19,fc0f3812-bb6c-4d99-b505-9dfd84e3fd95
Ulvenwald Mysteries,Enchantment,{2}{G},['G'],,,"Whenever a nontoken creature you control dies, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")
Whenever you sacrifice a Clue, create a 1/1 white Human Soldier creature token.",uncommon,2xm,1614bad6-07db-4a7c-8336-3ac3db393689
Vastwood Gorger,Creature — Wurm,{5}{G},['G'],5,6,,common,ori,72f53dc9-5397-49e1-97d4-3b0b6858f2b2
Vessel of Nascency,Enchantment,{G},['G'],,,"{1}{G}, Sacrifice Vessel of Nascency: Reveal the top four cards of your library. You may put an artifact, creature, enchantment, land, or planeswalker card from among them into your hand. Put the rest into your graveyard.",common,a25,9d502ecf-b3a5-4657-8718-104e8f0ab9af
Verdant Haven,Enchantment — Aura,{2}{G},['G'],,,"Enchant land
When Verdant Haven enters, you gain 2 life.
Whenever enchanted land is tapped for mana, its controller adds an additional one mana of any color.",common,m15,beec869b-fe2c-4f30-ae36-9ce5bdc555e1
Vines of the Recluse,Instant,{G},['G'],,,Target creature gets +1/+2 and gains reach until end of turn. Untap it. (A creature with reach can block creatures with flying.),common,clu,02109319-105b-4c00-abf9-1f012ae98e33
Viridian Emissary,Creature — Phyrexian Elf Scout,{1}{G},['G'],2,1,"When Viridian Emissary dies, you may search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",common,cma,e488ed05-d63a-4852-b5e9-d7357c60c3e6
Vitaspore Thallid,Creature — Fungus,{1}{G},['G'],1,1,"At the beginning of your upkeep, put a spore counter on Vitaspore Thallid.
Remove three spore counters from Vitaspore Thallid: Create a 1/1 green Saproling creature token.
Sacrifice a Saproling: Target creature gains haste until end of turn.",common,plc,cad14bc9-b90e-48e0-9e72-173874dab6bc
Vivid Grove,Land,,[],,,"Vivid Grove enters tapped with two charge counters on it.
{T}: Add {G}.
{T}, Remove a charge counter from Vivid Grove: Add one mana of any color.",uncommon,ncc,12ccc686-bbaa-4c34-a7b8-a1e763fe0ad0
Void Grafter,Creature — Eldrazi Drone,{1}{G}{U},[],2,4,"Devoid (This card has no color.)
Flash (You may cast this spell any time you could cast an instant.)
When Void Grafter enters, another target creature you control gains hexproof until end of turn.",uncommon,ogw,6c2e37e2-a4bd-4f90-9191-3125784a3369
Watcher in the Web,Creature — Spider,{4}{G},['G'],2,5,"Reach (This creature can block creatures with flying.)
Watcher in the Web can block an additional seven creatures each combat.",common,soi,be1ee2d4-5992-4081-9907-4bc26750aff0
Warren-Scourge Elf,Creature — Elf Warrior,{1}{G},['G'],1,1,Protection from Goblins,common,lrw,7ab5fe17-5499-427b-9267-3b3a9676a087
Warriors' Lesson,Instant,{G},['G'],,,"Until end of turn, up to two target creatures you control each gain ""Whenever this creature deals combat damage to a player, draw a card.""",uncommon,ths,63f7e81a-6f9e-4cad-a911-fba7a431cd55
Whisperer of the Wilds,Creature — Human Shaman,{1}{G},['G'],0,2,"{T}: Add {G}.
Ferocious — {T}: Add {G}{G}. Activate only if you control a creature with power 4 or greater.",common,2xm,2cf17d8a-c7ee-4909-bc80-4138dcfe7e67
Wild Ceratok,Creature — Rhino,{3}{G},['G'],4,3,,common,grn,4464e11a-c5b9-40ea-8be0-dab29d14e289
Wildwood Rebirth,Instant,{1}{G},['G'],,,Return target creature card from your graveyard to your hand.,common,gtc,713a93a1-4442-4d5b-ad7a-136b87b5f7ab
Woodland Stream,Land,,[],,,"Woodland Stream enters tapped.
{T}: Add {G} or {U}.",common,cmr,77619840-963f-4ff7-9a42-b36e3d53646d
Woodcutter's Grit,Instant,{2}{G},['G'],,,Target creature you control gets +3/+3 and gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.),common,emn,cc329134-4b71-4c33-8cfb-c3867a733115
Yeva's Forcemage,Creature — Elf Shaman,{2}{G},['G'],2,2,"When Yeva's Forcemage enters, target creature gets +2/+2 until end of turn.",common,clu,200a7f42-9642-4ba8-b3db-a8824282ca00
Bark-Knuckle Boxer,Creature — Raccoon Berserker,{1}{G},['G'],3,2,"Whenever you expend 4, Bark-Knuckle Boxer gains indestructible until end of turn. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",uncommon,blb,582637a9-6aa0-4824-bed7-d5fc91bda35e
Clifftop Lookout,Creature — Frog Scout,{2}{G},['G'],1,2,"Reach
When Clifftop Lookout enters, reveal cards from the top of your library until you reveal a land card. Put that card onto the battlefield tapped and the rest on the bottom of your library in a random order.",uncommon,blb,662d3bcc-65f3-4c69-8ea1-446870a1193d
Hazardroot Herbalist,Creature — Rabbit Druid,{2}{G},['G'],1,4,"Whenever you attack, target creature you control gets +1/+0 until end of turn. If that creature is a token, it also gains deathtouch until end of turn.",uncommon,blb,e2882982-b3a3-4762-a550-6b82db1038e8
High Stride,Instant,{G},['G'],,,Target creature gets +1/+3 and gains reach until end of turn. Untap it.,common,blb,09c8cf4b-8e65-4a1c-b458-28b5ab56b390
Hunter's Talent,Enchantment — Class,{1}{G},['G'],,,"(Gain the next level as a sorcery to add its ability.)
When Hunter's Talent enters, target creature you control deals damage equal to its power to target creature you don't control.
{1}{G}: Level 2
Whenever you attack, target attacking creature gets +1/+0 and gains trample until end of turn.
{3}{G}: Level 3
At the beginning of your end step, if you control a creature with power 4 or greater, draw a card.",uncommon,blb,e9a31863-9649-4a4f-99e4-c93729938bd7
Keen-Eyed Curator,Creature — Raccoon Scout,{G}{G},['G'],3,3,"As long as there are four or more card types among cards exiled with Keen-Eyed Curator, it gets +4/+4 and has trample.
{1}: Exile target card from a graveyard.",rare,blb,8cf33d80-0704-4dc4-8e8d-1dcbcbc35add
Longstalk Brawl,Sorcery,{G},['G'],,,"Gift a tapped Fish (You may promise an opponent a gift as you cast this spell. If you do, they create a tapped 1/1 blue Fish creature token before its other effects.)
Choose target creature you control and target creature you don't control. Put a +1/+1 counter on the creature you control if the gift was promised. Then those creatures fight each other.",common,blb,c7ef748c-b5e5-4e7d-bf2e-d3e6c08edb42
Pawpatch Recruit,Creature — Rabbit Warrior,{G},['G'],2,1,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
Trample
Whenever a creature you control becomes the target of a spell or ability an opponent controls, put a +1/+1 counter on target creature you control other than that creature.",rare,blb,7d4d88ba-0ee4-4f66-995b-2e50614f50ee
Peerless Recycling,Instant,{1}{G},['G'],,,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)
Return target permanent card from your graveyard to your hand. If the gift was promised, instead return two target permanent cards from your graveyard to your hand.",uncommon,blb,5f72466c-505b-4371-9366-0fde525a37e6
Polliwallop,Instant,{3}{G},['G'],,,"This spell costs {1} less to cast for each Frog you control.
Target creature you control deals damage equal to twice its power to target creature you don't control.",common,blb,6bc4963c-d90b-4588-bdb7-85956e42a623
Three Tree Rootweaver,Creature — Mole Druid,{1}{G},['G'],1,3,{T}: Add one mana of any color.,common,blb,d1ab6e14-26e0-4174-b5c6-bc0f5c26b177
